RepeFonct,ElemSys,LibOccur,LineRev,ComponentKind,Contrat,Type,Manufact,ActuKind,ActuRef,PSU_ECS1,PSU_Volt1,CompartAlloc,t_CloseReq,ValvFailSfPositn,SGApp
-DWK2416RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2417RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2418RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2421RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2423RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2426RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2427RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2428RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2430RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2434RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2438RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2440RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2444RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2448RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Fire damper actuator,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2480RA-,-DWK,[E],I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2501RA-,-DWK,AIR EXTRCT. ISOL.DMPR CELL 5 FLH,I.4,Manual isolation damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2503RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2504RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2505RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2506RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2507RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2508RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2509RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2510RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2511RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2512RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2513RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2515RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2516RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2520RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2521RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2522RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2523RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2526RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2528RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2529RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2530RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2532RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2533RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2534RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.2,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2535RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2536RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2538RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2540RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2541RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2543RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2544RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2545RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2547RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2548RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2549RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2550RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2556RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2557RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2558RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2559RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2560RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2561RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2562RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2565RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2566RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2567RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2568RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2570RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2571RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2572RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2573RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2575RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2576RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2577RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2581RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2582RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2583RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2584RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2585RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2587RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2592RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2601RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2602RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2603RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2604RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2607RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2608RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2609RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2610RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2612RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2613RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2614RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2615RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2616RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2618RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2619RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2620RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2621RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2622RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2623RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2624RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2625RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2627RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2628RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2633RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2637RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2638RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2639RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2642RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2643RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2648RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2649RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,A0101169,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2653RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2654RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2655RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2659RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2660RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2665RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2670RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2671RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2673RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2680RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2681RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2688RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2690RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,A0101169,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2691RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,A0101169,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2696RA-,-DWK,Fire Damper,I.2,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2801RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2803RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2804RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2805RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2806RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2807RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2808RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2809RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2810RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2811RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2812RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2813RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2814RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2815RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2816RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2817RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2818RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2819RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2820RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2821RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2822RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2823RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2824RA-,-DWK,Fire Damper,I.3,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2825RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2826RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2827RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2828RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2830RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2831RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2832RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2833RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
